,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
1,0.98641586,0.8465986,0.68819445,0.58289194,0.55769783,0.5562277,0.55807865,0.560046,0.5616114,0.56320536
2,0.91967475,0.7522744,0.6154487,0.55583507,0.54227936,0.54113907,0.5425938,0.544519,0.54613626,0.5478227
3,0.8972644,0.7411152,0.6017366,0.5598654,0.5291563,0.5133309,0.5100003,0.51189506,0.5137887,0.5159743
4,0.90051776,0.7914222,0.62308055,0.5762098,0.542008,0.5196671,0.5065477,0.50658244,0.50969964,0.51255107
5,0.8996436,0.7920149,0.62293106,0.5756574,0.5403363,0.517197,0.5030731,0.5028145,0.5057303,0.5087839
6,0.8994733,0.7919882,0.6229173,0.5755224,0.53995514,0.51670796,0.50238556,0.5019386,0.5047599,0.5077155
7,0.8994656,0.79199636,0.6229099,0.5754993,0.53990245,0.5166372,0.5022886,0.5018514,0.5046936,0.5076501
8,0.8994593,0.791999,0.6229074,0.5754988,0.5398941,0.5166268,0.5022748,0.5018305,0.50466835,0.5076166
9,0.8994592,0.7919976,0.6229067,0.57549703,0.5398928,0.5166254,0.5022733,0.50183284,0.50466913,0.50761867
10,0.8994593,0.7919977,0.6229066,0.575497,0.53989285,0.5166255,0.5022733,0.5018327,0.5046692,0.5076186
