,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
1,7.167509169055183,9.819755120952305,11.021208121986458,11.287771287777693,11.38663583420063,11.453510838746563,11.513278697266053,11.569685535718916,11.621892592438522,11.67160965449192
2,7.979078412887036,10.386948222980054,11.07043406665383,11.22527592570614,11.308667312879685,11.374728807782173,11.433325483146136,11.487943923662897,11.539035208361016,11.58731657300955
3,7.624607437799407,10.01082300309323,10.849438313618265,11.099896177049253,11.2330880457175,11.322848751511083,11.39451947515347,11.458239470887866,11.517004565131622,11.572208760255595
4,6.84152059797877,9.26765492115988,10.655091256231325,11.000541701270874,11.165237782572053,11.273704327207158,11.355211947236764,11.422638951432386,11.483310540435417,11.540397368335324
5,6.810484303348774,9.224839235676027,10.636471608934771,10.990614478301076,11.157238486350838,11.266659882308362,11.34869089356111,11.416210715922798,11.47676040502217,11.533668209604937
6,6.807792552474454,9.220659901096372,10.634432067752789,10.98936765052903,11.156153022494728,11.265701097176644,11.347866810038424,11.41538772658832,11.475923584189632,11.532812243229436
7,6.807516012147658,9.220242326394894,10.634269530359722,10.98928881546415,11.15609998555517,11.265663554308738,11.347833822845432,11.415352367279183,11.475888119943502,11.53276113409792
8,6.807488329884118,9.22019766187905,10.634237950129895,10.98926541260411,11.156075364052093,11.265634375941488,11.347804687356067,11.415332473353002,11.47587414766185,11.532752121762368
9,6.807485910449977,9.220194166184523,10.6342322911019,10.989257170225889,11.156069721014552,11.26563126350522,11.347801139158069,11.415328335145457,11.475869538812905,11.53274796893254
10,6.807485810435843,9.220194158064723,10.634232224172385,10.989257154240669,11.156069630017736,11.265631245673672,11.34780112138599,11.415328269378165,11.475869534365994,11.53274797491042
