,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
1,0.9696895,0.8428338,0.6879448,0.5831008,0.558838,0.556988,0.55759746,0.55886906,0.55999297,0.5610407
2,0.911245,0.7518321,0.6137994,0.55524486,0.54288626,0.5415186,0.5421858,0.54326123,0.5448953,0.5465288
3,0.87270516,0.74249846,0.60264885,0.56184,0.53546035,0.5193464,0.5139091,0.5140525,0.51577765,0.51766485
4,0.8754518,0.7828421,0.62242615,0.57393986,0.5449374,0.5272597,0.51419055,0.51067674,0.51320994,0.5154084
5,0.8748703,0.78355855,0.6224479,0.5730875,0.5430187,0.52497447,0.5116107,0.5077821,0.5101481,0.5124708
6,0.87477195,0.783532,0.6224822,0.572917,0.5425692,0.52445096,0.51096284,0.50702834,0.50932354,0.51166624
7,0.87476355,0.7835346,0.6224724,0.57286865,0.5425261,0.5243707,0.510877,0.50693107,0.50921124,0.5115668
8,0.8747597,0.7835354,0.6224714,0.5728676,0.5425178,0.5243596,0.51086885,0.5069226,0.5092026,0.5115598
9,0.8747596,0.78353393,0.62247014,0.5728671,0.54251635,0.52435976,0.5108667,0.5069207,0.5091989,0.5115561
10,0.8747597,0.78353375,0.6224699,0.5728672,0.5425163,0.52435976,0.5108667,0.5069209,0.5091989,0.5115561
