,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
1,14.355826329142863,15.658206484152426,15.811202095084814,15.871040279188419,15.884808005835096,15.902394675893662,15.90665924518088,15.898849964483231,15.890804229156942,15.865517789863757
2,14.738298527924343,15.566218031175692,15.736887958257027,15.807048197973073,15.848005894987752,15.874129877517607,15.89824431696587,15.908728659589553,15.91556426994855,15.914855765264901
3,13.861646707640723,15.341516735464335,15.704233903044717,15.823253803412783,15.919943725456667,15.991223523649044,16.031949572850344,16.062638512256562,16.08839123129962,16.111575924948543
4,13.275246912816973,15.160994004132602,15.6035619928591,15.748939507018617,15.839597290633952,15.915799409791298,15.9633249745653,16.000221908665,16.03715057105867,16.06060310565775
5,13.233968769193613,15.139990419317613,15.591906622546873,15.737304671712206,15.831176120281167,15.906280378164404,15.94881368084742,15.987326714848175,16.023007747106085,16.0463359371473
6,13.230374537921401,15.139026165918244,15.590728099226421,15.736286754187546,15.829707776927672,15.904242637369576,15.946993067670622,15.98535310536787,16.020857659845067,16.044242524771303
7,13.230328896880774,15.13735653994237,15.590604077373373,15.736188109841159,15.829622143337229,15.90427443667663,15.946816513005711,15.9850800611446,16.020508011500645,16.043964994864186
8,13.230252469189725,15.137355229494597,15.590595256188926,15.736177605863897,15.829618218875323,15.904251818800667,15.946741039391418,15.985177516617998,16.020826511602163,16.043923232714267
9,13.230251896739137,15.137352992414291,15.590599033837426,15.736178713984671,15.829629190694135,15.90426440878092,15.946746999279956,15.985174319683802,16.02081938678075,16.043917280816665
10,13.230251914119117,15.137352676676457,15.590598663262805,15.736178384194503,15.829628962751157,15.904264380302829,15.946747928890161,15.985174604314302,16.020819472363925,16.04391728420003
